,id,label,title,pubtime,linkurl,rumorType,editor,author,sourcename,mainSummary,body
101,101,3,6月6日起北京应急响应级别下调为三级,2020-06-05 17:03:11,http://www.piyao.org.cn/2020-06/05/c_1210648164.htm,1,杜畅,,北京日报客户端,,
844,844,3,常用的消毒剂也可以有效灭活病毒!,2020-02-12 08:24:28,http://www.piyao.org.cn/2020-02/12/c_1210470780.htm,1,张智萍,,国务院联防联控机制新闻发布会,,
1072,1072,3,吃板蓝根可以预防新冠病毒,,,0,,,,丁香医生团队辟谣：板蓝根对新型冠状病毒无效,迄今为止，和板蓝根有关的提取物研究，无一进入临床试验阶段。也就是说，即使是对预防流感病毒，板蓝根也没有被证明有预防效果，更别说预防新型冠状病毒了。
874,874,3,带呼吸阀的口罩没有防护效果,2020-02-11 22:58:19,http://www.piyao.org.cn/2020-02/11/c_1210468705.htm,0,张智萍,,科普中国,,
744,744,3,火神山医院一夜被吹走,2020-02-16 15:29:32,http://www.piyao.org.cn/2020-02/16/c_1210476845.htm,0,张智萍,,人民日报客户端,,
979,979,3,精油芳疗可以预防新冠肺炎,,,0,,,,丁香医生团队辟谣：或许可以调节心情，但并不能预防新冠肺炎,精油是一般是从天然植物中，通过一些特殊的方法提炼萃取出来的化合物，目前在我国，精油是按照化妆品进行备案监管的。据我国现行《化妆品卫生监督条例》第十四条规定，化妆品不得宣传疗效，不得使用医疗术语，广告宣传中不得宣传医疗作用。目前也没有证据显示精油芳疗可以预防新冠肺炎。
817,817,3,吃“达菲”“病毒灵”能预防新型冠状病毒,2020-02-12 08:40:51,http://www.piyao.org.cn/2020-02/12/c_1210470742.htm,2,张智萍,,科学辟谣平台,,
616,616,3,2020年4月全国高等教育自学考试延期举行,2020-02-28 16:44:04,http://www.piyao.org.cn/2020-02/28/c_1210494059.htm,1,谢博隆,,教育部网站,,
966,966,3,新冠病毒会通过皮肤侵入人体,,,0,,,,中科院院士周琪：新冠病毒不能通过皮肤侵入人体,21日，国务院应对新型冠状病毒感染肺炎疫情联防联控机制举行新闻发布会。针对病毒是怎么侵入人体的问题，周琪解释：病毒主要是从人体黏膜侵入，如口腔、鼻腔和眼部，因此必须做好对这些部位的重点防护。周琪指出，科学试验证明，新冠病毒是不会通过皮肤传播的。即使如大家担心的粪口传播，只要保持正确的洗手方法和养成勤洗手的习惯，也可避免病毒通过这些途径传播。
522,522,3,北京滞留湖北未返京人员每月生活费标准不低于3080元,2020-03-12 16:56:52,http://www.piyao.org.cn/2020-03/12/c_1210511855.htm,1,殷荧,,新华社,,
947,947,3,北京西站防控失败致大批外地人涌入,2020-02-10 14:19:36,http://www.piyao.org.cn/2020-02/10/c_1210467924.htm,0,张智萍,,北京西站官方微博,,
746,746,3,湖北很多人都跑平潭来海关卡口都没检查,2020-02-15 15:44:14,http://www.piyao.org.cn/2020-02/15/c_1210475665.htm,0,张智萍,,中国平潭、福建辟谣,,
437,437,3,中铁十九局意大利建方舱医院招工简章,2020-03-24 14:37:34,http://www.piyao.org.cn/2020-03/24/c_1210527953.htm,0,冯栋,,@中国新闻社,,
296,296,3,大庆市4月17号封城,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561096.htm,0,芮静,,@大庆网警巡查执法,,
1082,1082,3,用了7天的N95口罩酒精消毒可继续用,,,0,,,,丁香医生团队辟谣：吹风机吹或者喷洒酒精，都可能会破坏口罩的保护作用。,美国疾控中心指出N95口罩在特殊情况下（比如口罩供应不足等），可在严格规范下“延长使用期限”以及“有限重复使用”。前者指一次佩戴不取下来，去接触不同的病人；后者指在满足一定条件下，可重复使用一定次数。若厂家说明了可重复使用次数，那以厂家说的为准；若没说明，那“不超过5次”。7天大大超过了这个次数。吹风机吹或者喷洒酒精，都可能会破坏口罩的保护作用。
275,275,3,天津高考时间7月7日-8日中考时间7月18日-19日,2020-04-21 14:24:04,http://www.piyao.org.cn/2020-04/21/c_1210580210.htm,1,冯栋,,中国新闻网,,
1097,1097,3,吃大蒜、喝大蒜水可以杀灭新冠吗,,,0,,,,丁香医生团队辟谣：没有证据证明大蒜有抗病毒效果,大蒜提取物是能杀菌，但是从大蒜变成大蒜提取物差距很大。而且目前还没有临床试验数据证明大蒜的抗病毒效果，就不要指望它能杀灭新型冠状病毒啦。
486,486,3,福建省教育厅发布2020年春季学期开学准备工作通知,2020-03-17 16:19:33,http://www.piyao.org.cn/2020-03/17/c_1210518504.htm,0,何舟,,福建省教育考试院,,
535,535,3,丙种球蛋白能预防新冠肺炎,2020-03-10 11:24:59,http://www.piyao.org.cn/2020-03/10/c_1210508282.htm,0,殷荧,,科普中国,,
609,609,3,新冠病毒试剂盒有自测版,2020-02-29 10:49:47,http://www.piyao.org.cn/2020-02/29/c_1210494767.htm,0,谢博隆,,北京日报,,
1034,1034,3,目前还没有可防治新冠病毒的药物,,,1,,,,WHO 证实：到目前为止，还没有专门用于预防和治疗新冠病毒的药物,WHO证实：到目前为止，还没有专门用于预防和治疗新冠病毒的药物。感染者应该接受用于缓解和针对症状的治疗，而病情严重的患者应该得到针对其所有病症的最佳的支持性治疗。特定的治疗方法正在研究中，并将通过临床试验进行测试。
763,763,3,无症状感染者也可能成为传染源,2020-02-14 17:06:50,http://www.piyao.org.cn/2020-02/14/c_1210474573.htm,1,张智萍,,中国新闻网,,
186,186,3,吉林省和龙市出现一例新冠病毒感染者,2020-05-09 15:44:03,http://www.piyao.org.cn/2020-05/09/c_1210611210.htm,0,周文婧,,和龙微发布微信公众号,,
618,618,3,大连中南苑发现两韩国人隐瞒病情,2020-02-28 13:01:02,http://www.piyao.org.cn/2020-02/28/c_1210493520.htm,0,谢博隆,,@中山分局,,
1121,1121,3,新型肺炎是香蕉导致的,,,0,,,,丁香医生团队辟谣：香蕉并不是新型冠状病毒的宿主,香蕉并不是新型冠状病毒的宿主，1月23 日，中国科学院院士中国疾控中心主任高福在央视新闻采访中表示，病毒来源就是武汉华南海鲜市场非法销售的野生动物。比起香蕉，野味才应该被杜绝。
540,540,3,武汉机场确定复航时间,2020-03-09 09:24:12,http://www.piyao.org.cn/2020-03/09/c_1210506411.htm,0,冯栋,,中国新闻网,,
397,397,3,上海市中心一家全季酒店被征作病房,2020-03-31 12:27:03,http://www.piyao.org.cn/2020-03/31/c_1210538087.htm,0,周文婧,,上海网络辟谣,,
793,793,3,不带临时通行证的人员送到体育馆集中隔离,2020-02-13 12:32:12,http://www.piyao.org.cn/2020-02/13/c_1210472724.htm,0,张智萍,,网信齐齐哈尔微信公众号,,
493,493,3,疫情期间吃水果必须削皮,2020-03-16 15:25:00,http://www.piyao.org.cn/2020-03/16/c_1210516833.htm,0,何舟,许东,科学辟谣平台,,
1142,1142,3,山西高速因疫情封闭,,,0,,,,山西公安：系谣言,据微博「山西公安」消息，从1月25日夜间开始，山西局部地区降雪，因不具备安全通行条件，多地高速公路临时交通管制。目前，因降雪临时封闭的路段已陆续恢复正常通行。为加强疫情防控，省内高速公路出入口均设置了司乘人员体温检测点，并非交通管制。
9,9,3,福建永辉生鲜物流出现大量无症状感染者,2020-06-23 11:30:15,http://www.piyao.org.cn/2020-06/23/c_1210673330.htm,0,张智萍,,央视网,,
1085,1085,3,带毛领或绒线的外套容易吸附病毒,,,1,,,,丁香医生团队澄清：在普通家居、出行生活中，不必考虑衣物材质和静电问题对病毒吸附的影响,在普通家居、出行生活中，不必考虑衣物材质和静电问题对病毒吸附的影响，舒适为主。病毒通过飞沫传播，并不是单独在空气中，其可能在任何材质的衣物上停留，双手勿接触口鼻眼等、回家及时洗手、做好外套的消毒与吹风，比材质选择更重要。
1133,1133,3,没感冒时口罩反着戴,,,0,,,,丁香医生团队辟谣：口罩正着戴才有用,口罩正着戴才有用，戴反了，防护力会大大减弱。正确的操作是颜色较深的一面朝外，颜色较浅的朝自己，有金属条的部分戴在鼻子上，用手捏紧，使口罩上端紧贴鼻梁。
158,158,3,新冠病毒疫苗临床试验目前未收到有重大不良反应报告,2020-05-16 15:06:19,http://www.piyao.org.cn/2020-05/16/c_1210620897.htm,1,董晓,,新华网,,
752,752,3,银离子抗菌液喷口罩能杀灭新冠病毒,2020-02-15 16:13:52,http://www.piyao.org.cn/2020-02/15/c_1210475741.htm,0,周文婧,,丁香医生,,
681,681,3,网传上海市高级人民法院开具《扣押通知书》,2020-02-21 13:58:32,http://www.piyao.org.cn/2020-02/21/c_1210484121.htm,0,冯栋,,@网民直通车-上海,,
117,117,3,6月1日起北京市恢复机动车尾号限行措施,2020-05-30 13:50:35,http://www.piyao.org.cn/2020-05/30/c_1210639327.htm,1,谢博隆,,首都之窗网站,,
356,356,3,国务院联防联控机制发现无症状感染者 应2小时内网络直报,2020-04-09 09:33:57,http://www.piyao.org.cn/2020-04/09/c_1210550250.htm,1,闫丹丹,,央视新闻,,
516,516,3,菏泽一中即将分批开学,2020-03-12 15:12:47,http://www.piyao.org.cn/2020-03/12/c_1210511698.htm,0,冯栋,,@齐鲁网,,
787,787,3,钟南山称赞吃牛羊肉的蒙古同胞身体好,2020-02-13 17:40:55,http://www.piyao.org.cn/2020-02/13/c_1210473155.htm,0,张智萍,,内蒙古辟谣平台,,
440,440,3,免疫增强剂可预防新冠肺炎,2020-03-25 15:41:23,http://www.piyao.org.cn/2020-03/25/c_1210529846.htm,2,芮静,魏璐嫚 申莹莹,中国药学会科普官方微信公众号,,
712,712,3,有渠道获得福州医院的医用口罩并销售,2020-02-18 17:09:37,http://www.piyao.org.cn/2020-02/18/c_1210479977.htm,0,芮静,林锦星,东南网,,
173,173,3,湖南湘潭有1名新冠肺炎无症状感染者,2020-05-13 10:19:23,http://www.piyao.org.cn/2020-05/13/c_1210616518.htm,0,闫丹丹,,湘潭市疾病预防控制中心微信公,,
952,952,3,可在家使用新冠病毒试剂盒自测,,,0,,,,北京市药监局提示：普通市民家庭不可自行使用,近日，有人在朋友圈兜售某公司生产的新冠病毒抗体检测试剂盒，单价150元，并宣称可以家庭自行使用。对此，北京市药监局提示，经批准注册的新冠病毒检测试剂盒，均需要具备PCR实验室及专用设备的医疗机构才能完成检测，普通市民家庭不可自行使用，市民不要轻信虚假宣传，出现相关症状应及时就医。
375,375,3,山西有序恢复机动车驾驶人考试业务,2020-04-04 17:26:53,http://www.piyao.org.cn/2020-04/04/c_1210544565.htm,1,杜畅,,山西省人民政府官网,,
789,789,3,吃益生菌能防治新冠肺炎,2020-02-13 12:31:19,http://www.piyao.org.cn/2020-02/13/c_1210472739.htm,0,张智萍,,上海市场监管官方微博,,
124,124,3,武汉漏检居民将统一安排核酸检测,2020-05-25 14:30:44,http://www.piyao.org.cn/2020-05/25/c_1210632601.htm,1,张智萍,,武汉卫健委,,
1052,1052,3,武汉来的快递要拒收,,,0,,,,丁香医生团队辟谣：病毒通过快件传播的风险极低。,国家邮政局市场监管司副司长侯延波表示：“我们要求邮政和快递企业严格落实对邮件、快件、运输车辆、生产作业场所的消毒、通风等措施，严格落实安全查验的制度，严禁收寄野生动物。因此大家不用担心，正常的快件不用拒收，收完快件请及时洗手。”
948,948,3,疫情期间大强度锻炼可提高抵抗力,,,0,,,,国家体育总局体育科学研究所研究员徐建方：长时间大强度的运动，会导致身体机能失调，免疫功能下降,在居家防疫期间，为确保运动安全有效，运动强度必须适宜。强度过低，没有锻炼效果，但是长时间大强度的运动，会导致身体机能失调，免疫功能下降，并且运动损伤风险增加。因此，特别忌讳平常不运动、锻炼搞突击。什么样的运动强度是适宜的：运动后感觉轻度的呼吸急促，周身微热，面色微红，内心感觉轻松愉快。虽然稍微感觉有点疲乏，但是经过休息以后可以消除，并且没有疼痛和麻木。
586,586,3,疫情期间吃得越补越好,2020-03-03 16:38:43,http://www.piyao.org.cn/2020-03/03/c_1210499276.htm,2,闫丹丹,,科普中国,,
956,956,3,确诊者家中的狗检测呈弱阳性,,,1,,,,香港食卫局长陈肇始强调：虽查到弱阳性，但无证据显示狗会传播新冠病毒给人,据香港文汇网报道，香港渔护署发现一名新冠肺炎确诊患者饲养的宠物狗对病毒测试呈弱阳性反应。香港食物及卫生局长陈肇始28日强调，无证据显示狗会传播新冠病毒给人。她呼吁养宠物的市民注意个人卫生。陈肇始表示，这只狗会接受兽医的医学监察，并抽取样本化验，待测试结果呈阴性才会发还。
951,951,3,急救改用吸痰机帮助武汉死亡人数减半,,,0,,,,刘良教授辟谣：没有干预过任何个例的临床治疗,有传闻称：「病患遗体解剖发现死者肺部出现大量痰栓，而痰栓是由呼吸机使用所产生，致人缺氧而死。昨天开始，急救改用吸痰机，帮助武汉死亡人数减半，这需要感谢遗体捐献者和同济法医系刘良教授团队的努力。」对此，刘良教授亲自辟谣：没有干预过任何个例的临床治疗。法医学专家表示：「痰栓不是呼吸机导致的，而是由肺部黏液病变形成的，属于疾病损害后的病理过程。」
67,67,3,北京断粮了,2020-06-15 09:10:13,http://www.piyao.org.cn/2020-06/15/c_1210661193.htm,0,闫丹丹,,新华社,,
916,916,3,返程了上海火车站人山人海,2020-02-10 15:42:09,http://www.piyao.org.cn/2020-02/10/c_1210464127.htm,0,张智萍,,铁路上海站官方微博,,
659,659,3,网传北京各医疗机构出现很多新冠肺炎病例,2020-02-23 12:15:38,http://www.piyao.org.cn/2020-02/23/c_1210486532.htm,0,谢博隆,,北京日报微信公众号,,
82,82,3,中外关系因疫情变消极,2020-06-09 11:08:32,http://www.piyao.org.cn/2020-06/09/c_1210652783.htm,0,周文婧,,中国新闻网,,
1062,1062,3,吃大蒜可以杀灭新冠病毒,,,0,,,,丁香医生团队辟谣：不管是直接吃、榨汁喝还是炖冰糖都没用,大蒜提取物是能杀菌，但是从大蒜变成大蒜提取物差距很大。而且目前还没有临床试验数据证明大蒜的抗病毒效果，就不要指望它能杀灭新型冠状病毒啦。
711,711,3,齐齐哈尔集中关闭社区仓买超市,2020-02-19 11:37:12,http://www.piyao.org.cn/2020-02/19/c_1210480856.htm,0,芮静,,美丽鹤城微信公众号,,
918,918,3,武汉市第一医院急诊科医护人员集体放假,2020-02-10 15:42:09,http://www.piyao.org.cn/2020-02/10/c_1210464124.htm,0,张智萍,,荆楚网,,
225,225,3,新冠肺炎疫情期间不能到医院就诊,2020-04-28 16:15:32,http://www.piyao.org.cn/2020-04/28/c_1210594626.htm,0,杜畅,,药葫芦娃微信公众号,,
105,105,3,中国被迫参加世卫大会决议,2020-06-01 16:11:08,http://www.piyao.org.cn/2020-06/01/c_1210642014.htm,0,杜畅,,北京日报客户端,,
460,460,3,深圳隔离时中国籍和外国籍会被区别对待,2020-03-20 16:21:02,http://www.piyao.org.cn/2020-03/20/c_1210522917.htm,2,何舟,鲁洋,健康时报网,,
929,929,3,车牌号浙B L0535刚从武汉回关岭载有感染病人,2020-02-10 14:23:00,http://www.piyao.org.cn/2020-02/10/c_1210468193.htm,0,张智萍,,上海网络辟谣、人民网,,
640,640,3,北京一男子感染后去大悦城咳嗽上百次,2020-02-28 10:49:30,http://www.piyao.org.cn/2020-02/28/c_1210493324.htm,0,谢博隆,,@平安北京,,
484,484,3,温州鞋都三期一鞋厂有人感染新冠肺炎,2020-03-17 16:25:51,http://www.piyao.org.cn/2020-03/17/c_1210518476.htm,0,何舟,,@温州网警巡查执法,,
366,366,3,“确诊空姐”抵京后去向不明,2020-04-04 14:51:40,http://www.piyao.org.cn/2020-04/04/c_1210544471.htm,0,周文婧,,新华网,,
778,778,3,12日上海疫情大爆发新增3000例,2020-02-13 20:30:05,http://www.piyao.org.cn/2020-02/13/c_1210473278.htm,0,张智萍,,上海网络辟谣,,
205,205,3,工业酒精稀释后可用于皮肤消毒,2020-05-04 12:09:09,http://www.piyao.org.cn/2020-05/04/c_1210603322.htm,0,周文婧,,药葫芦娃微信公众号,,
7,7,3,河北顺平林江商厦卖带鱼的老板被隔离,2020-06-23 11:39:31,http://www.piyao.org.cn/2020-06/23/c_1210673318.htm,0,张智萍,,保定网警巡查执法,,
975,975,3,蜂疗能治愈新冠肺炎,,,0,,,,丁香医生团队辟谣：目前没有证据表明蜂疗能治愈新冠肺炎,在国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第六版）》中并未提到「蜂疗」治疗及效果。在武汉协和医院发布的治疗方案中，确实提到了蜂蜜，但也仅仅是针对咳嗽咽喉痛的对症治疗。
359,359,3,浙江将要停工,2020-04-07 09:34:34,http://www.piyao.org.cn/2020-04/07/c_1210547167.htm,0,闫丹丹,,@浙江卫视新闻中心,,
662,662,3,武汉黄冈荆州三市市民可网上预约摇号购买口罩,2020-02-26 11:03:42,http://www.piyao.org.cn/2020-02/26/c_1210490494.htm,1,谢博隆,,长江网,,
899,899,3,张家口禁止机动车上路三人同行被查,2020-02-11 22:29:37,http://www.piyao.org.cn/2020-02/11/c_1210468803.htm,0,张智萍,,张家口发布官方微信,,
892,892,3,武汉超市2月7日后关门,2020-02-11 23:13:40,http://www.piyao.org.cn/2020-02/11/c_1210464113.htm,0,张智萍,,武汉市商务局官网,,
130,130,3,唐山一医院科室因哈尔滨来的患者发烧致全科隔离等待核酸检测,2020-05-22 15:29:24,http://www.piyao.org.cn/2020-05/22/c_1210629519.htm,0,冯栋,,河北日报微信公号,,
223,223,3,孕妇不能使用含氯消毒剂进行消毒,2020-04-29 10:52:58,http://www.piyao.org.cn/2020-04/29/c_1210595670.htm,0,杜畅,,药葫芦娃微信公号,,
570,570,3,日本除菌卡（消毒卡）挂身上能预防新型冠状病毒,2020-03-04 15:17:25,http://www.piyao.org.cn/2020-03/04/c_1210500495.htm,0,周文婧,,科普中国-科学辟谣,,
1009,1009,3,核酸检验频繁假阴性有大量漏诊,,,0,,,,丁香医生团队辟谣：「核酸检验」是作为新冠病毒确诊标准，但「核酸检测阴性」不是排除感染的依据,不用太多担心，「核酸检验」是作为新型冠状病毒确诊标准，但「核酸检测阴性」并不是排除感染的依据。对于还没确诊的患者，会被列为「疑似患者」。疑似患者在后续诊治过程中，还会多次进行核酸检测和鉴别诊断，最终得到确诊结果。
1076,1076,3,熏艾可以预防新冠肺炎,,,0,,,,丁香医生团队辟谣：没用，甚至可能中毒,尚无证据表明熏艾对预防新型冠状病毒感染有效，而且在密闭的室内可能会造成一氧化碳中毒
1037,1037,3,挂烫机可杀灭衣服上的新冠病毒,,,0,,,,丁香医生团队辟谣：有这闲工夫，不如加点消毒水把衣服洗了,56℃且持续30分钟是用高温杀死新冠病毒的两个必备条件，也就是说，得对衣服的每一个部位都烫30分钟以上才有效。有这闲工夫，不如加点消毒水把衣服洗了。
685,685,3,使用红外线测温枪会引发白内障,2020-02-21 11:11:56,http://www.piyao.org.cn/2020-02/21/c_1210483811.htm,0,芮静,郑子愚,上海辟谣平台,,
480,480,3,有关部门追查沙特回甘肃人员其中11人行踪不明,2020-03-18 10:38:09,http://www.piyao.org.cn/2020-03/18/c_1210504553.htm,0,何舟,,@甘肃发布,,
942,942,3,河北省多地发布疫情紧急通知,2020-02-12 00:52:17,http://www.piyao.org.cn/2020-02/12/c_1210469953.htm,0,张智萍,,河北新闻网,,
45,45,3,武汉雄楚广场2家酒店分别发现2例新冠肺炎,2020-06-18 10:41:32,http://www.piyao.org.cn/2020-06/18/c_1210666342.htm,0,殷荧,,@健康武汉官微,,
68,68,3,到北京欢乐谷游玩的宋某核酸检测呈阳性,2020-06-15 08:55:13,http://www.piyao.org.cn/2020-06/15/c_1210660703.htm,0,殷荧,,新华社,,
998,998,3,深呼吸再憋十秒可测是否有肺炎,,,0,,,,丁香医生团队辟谣：真没必要用这样的方式去检查有没有肺炎,有肺炎的话，你会咳嗽、呼吸急促，甚至喘不过气，很容易就能认得出，必要时还有CT识别手段。就算毫无肺炎表现，只要有发热以及相关密切接触史，也得尽快就医，并不是没有肺炎就安全。假如你一切良好，看到这则谣言不由自主做几次深吸气检查也没关系，会稍稍刺激迷走神经，还可能让气道高敏的人忍不住咳几声，这并不会有明显危害，记得别连续深吸气「复查」就行了。
95,95,3,新冠肺炎的R0是57高于常见的流行病,2020-06-04 10:58:56,http://www.piyao.org.cn/2020-06/04/c_1210646114.htm,0,杜畅,,科学辟谣平台,,
207,207,3,专家提醒学生参加体育活动不可佩戴N95口罩,2020-05-06 15:13:13,http://www.piyao.org.cn/2020-05/06/c_1210605916.htm,1,殷荧,,新华社,,
293,293,3,大庆市让区人民医院隔离12个外国人,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561083.htm,0,芮静,,大庆日报,,
896,896,3,消毒剂浓度越高越好,2020-02-11 22:32:49,http://www.piyao.org.cn/2020-02/11/c_1210468796.htm,2,张智萍,,人民网,,
563,563,3,湖北省仙桃居民因吃猪肉感染H7N9死亡,2020-03-05 14:31:33,http://www.piyao.org.cn/2020-03/05/c_1210501788.htm,0,闫丹丹,,仙桃市公安局微信公众号,,
658,658,3,浙江文成县要“封城”,2020-02-23 18:27:30,http://www.piyao.org.cn/2020-02/23/c_1210486860.htm,0,谢博隆,,文成发布微信公众号,,
800,800,3,蒙古国支援的三万只羊抵达北京,2020-05-27 15:30:59,http://www.piyao.org.cn/2020-05/27/c_1210635695.htm,0,张智萍,,北京延庆,,
988,988,3,出现流涕和咳痰就不是新冠肺炎,,,0,,,,丁香医生团队辟谣：根据是否流鼻涕和咳痰就果断判定不是新冠肺炎，是不准确的,国家卫健委印发的《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》中提到，新冠肺炎的主要表现是发热、乏力、干咳。少数患者伴有鼻塞、流涕、咽痛和腹泻等症状。所以，根据是否流鼻涕和咳痰就果断判定不是新冠肺炎，是不准确的。想知道如何区分新冠肺炎和感冒，去丁香医生公众号回复「区分」即可查看。
515,515,3,教育部优先初三高三学生复学 大学开学继续延后,2020-03-14 15:31:23,http://www.piyao.org.cn/2020-03/14/c_1210514455.htm,1,闫丹丹,,央视新闻,,
834,834,3,钟南山推荐中药预防汤剂,2020-02-12 08:32:36,http://www.piyao.org.cn/2020-02/12/c_1210470806.htm,0,张智萍,,央广网,,
295,295,3,哈尔滨市道外区启动疫情防控二级响应,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561091.htm,0,芮静,,黑龙江日报客户端,,
1093,1093,3,口罩越厚防病毒效果越好,,,0,,,,丁香医生团队辟谣：口罩厚度不等同于防护效果,医用外科口罩摸上去比较薄，但过滤效率却很高。阻水层、过滤层、吸湿层这三层有效阻挡了病毒入侵。而市面上的一般棉布口罩，虽然厚实，但基本上不具备预防传染病的作用，不可靠。
37,37,3,深圳地铁9号线封了,2020-06-19 09:47:38,http://www.piyao.org.cn/2020-06/19/c_1210667858.htm,0,闫丹丹,,深圳地铁官方微博,,
245,245,3,烟台市各学段各年级学生已明确复学返校时间,2020-04-24 18:07:10,http://www.piyao.org.cn/2020-04/24/c_1210588917.htm,0,殷荧,,烟台市教育局网站,,
1138,1138,3,南京封城、封路,,,0,,,,南京发布辟谣：从未收到过相关命令,最近，有人网传南京高速公路禁止外地车辆驶入，据南京交管部门，这种说法纯属谣言，交警只是针对外地车辆，配合卫生部门做好防疫工作。南京交警从未在高速公路设卡阻止外牌车进城，也从未收到过“封城”、“封路”的命令。
281,281,3,湖北2020年高考时间确定为7月7日至8日,2020-04-20 10:05:09,http://www.piyao.org.cn/2020-04/20/c_1210578199.htm,1,冯栋,,@湖北发布,,
23,23,3,病毒零下20度可存活20年并非指新冠病毒,2020-06-20 15:42:57,http://www.piyao.org.cn/2020-06/20/c_1210669828.htm,2,何舟,,浙江在线,,
1081,1081,3,用了7天的N95口罩消毒可继续用,,,0,,,,丁香医生团队辟谣：吹风机吹或者喷洒酒精，都可能会破坏口罩的保护作用。,美国疾控中心指出N95口罩在特殊情况下（比如口罩供应不足等），可在严格规范下“延长使用期限”以及“有限重复使用”。前者指一次佩戴不取下来，去接触不同的病人；后者指在满足一定条件下，可重复使用一定次数。若厂家说明了可重复使用次数，那以厂家说的为准；若没说明，那“不超过5次”。7天大大超过了这个次数。吹风机吹或者喷洒酒精，都可能会破坏口罩的保护作用。
396,396,3,教育部2020年全国高考延期一个月举行 为7月7日至8日,2020-03-31 13:59:35,http://www.piyao.org.cn/2020-03/31/c_1210538214.htm,1,周文婧,,教育部网站,,
731,731,3,怀疑被姑姑传染新冠肺炎男子杀害3人,2020-02-16 17:33:25,http://www.piyao.org.cn/2020-02/16/c_1210477068.htm,0,张智萍,,中央政法委长安剑、网信安阳,,
1157,1157,3,带呼吸阀的口罩没有用,,,0,,,,丁香医生团队辟谣：口罩上有呼吸阀不用担心,呼吸阀的气流是单向向外的，不影响使用者的防护效果。但已经有症状的人，建议不要使用带有呼吸阀的防护口罩，它无法阻挡病毒飞沫溢出。
1058,1058,3,喷嚏可以打几米远！病毒可悬浮24小时,,,2,,,,丁香医生团队：交流要保持距离；尚未证实新冠病毒可以通过空气传播。,一般情况下，飞沫传播只有与传染源近距离接触时才可能实现。飞沫传播在1～2米之间，距离传染源1米以外相对安全，2米开外就很安全了。打喷嚏、咳嗽要比讲话时飞沫喷出的距离远许多，新型冠状病毒主要经飞沫传播。但是这并不意味着会导致空气中到处都是新型冠状病毒，也尚未证实其可以通过空气传播。即使与人接触时保持距离，也请带好口罩做好防护。
828,828,3,2月10日晚北京进行大面积消毒,2020-02-12 08:26:22,http://www.piyao.org.cn/2020-02/12/c_1210470782.htm,0,张智萍,,中国互联网联合辟谣平台,,
336,336,3,柳州市奖励每名援鄂医疗队员一辆汽车停车终身免费,2020-04-11 15:18:01,http://www.piyao.org.cn/2020-04/11/c_1210553778.htm,0,谢博隆,,南国今报,,
1135,1135,3,北京高速封路,,,0,,,,经首发信息中心核实：没有路段采取封闭措施,经首发信息中心核实，没有路段采取封闭措施。此外，据北京市交管局相关知情人士介绍，目前，北京市交管部门没有采取任何高速公路封路措施。
154,154,3,重庆放暑假时间定了小学7月5日中学7月11日,2020-05-16 15:04:22,http://www.piyao.org.cn/2020-05/16/c_1210620941.htm,0,董晓,,网信重庆微信公众号,,
1073,1073,3,吃利巴韦林可以预防新冠病毒,,,0,,,,丁香医生团队辟谣：利巴韦林无法作用于新型冠状病毒,利巴韦林无法作用于新型冠状病毒。传统的抗流感药物并不能有效预防新型冠状病毒，而且随便用药还会造成一定的健康风险。
48,48,3,北京严格出京管理并不意味着封城,2020-06-18 15:50:02,http://www.piyao.org.cn/2020-06/18/c_1210666935.htm,1,殷荧,,北京日报客户端,,
684,684,3,新冠病毒专在中国或东亚裔人种中传播,2020-02-21 11:11:18,http://www.piyao.org.cn/2020-02/21/c_1210483833.htm,0,芮静,,生命时报微信公众号,,
1126,1126,3,喝高度酒能抵抗冠状病毒,,,0,,,,丁香医生团队辟谣：喝进去不会作用于病毒,酒精的确能杀死病毒。但得是75%浓度以上的酒精消毒产品，而且只能用来体表消毒。喝进身体的高度酒，只会被吸收代谢，不会作用于病毒。
376,376,3,800名境外回芜湖人员在方特酒店集中隔离,2020-04-02 16:29:21,http://www.piyao.org.cn/2020-04/02/c_1210541574.htm,0,周文婧,,@芜湖发布,,
663,663,3,武汉长江大桥放烟花驱瘟疫,2020-02-22 13:25:20,http://www.piyao.org.cn/2020-02/22/c_1210485401.htm,0,张智萍,,红网、上海网络辟谣,,
565,565,3,使用二氧化氯贴片能预防新型冠状病毒,2020-03-05 14:31:33,http://www.piyao.org.cn/2020-03/05/c_1210501800.htm,0,闫丹丹,,科学辟谣,,
492,492,3,湖南某酒店隔离了12个意大利人,2020-03-16 15:28:59,http://www.piyao.org.cn/2020-03/16/c_1210516852.htm,0,何舟,,长沙晚报网,,
106,106,3,合肥高新区某工业园内发现6名新冠确诊病例,2020-05-31 14:09:10,http://www.piyao.org.cn/2020-05/31/c_1210640274.htm,0,董晓,,＠包河公安,,
740,740,3,发烧了捂出一身汗能退烧,2020-02-16 19:18:50,http://www.piyao.org.cn/2020-02/16/c_1210477069.htm,2,周文婧,,人民日报微信公众号,,
