,title,pubtime,linkurl,keyword,editor,author,sourcename
173,5月17日吉林市关停所有个体诊所和门诊部,2020-05-17 13:51:27,http://www.piyao.org.cn/2020-05/17/c_1210622127.htm,1,杜畅,,长安街知事微信公众号
174,文化和旅游部：低风险地区可举办营业性演出活动,2020-05-15 15:28:10,http://www.piyao.org.cn/2020-05/15/c_1210619933.htm,1,闫丹丹,,新华网
175,中通暂停武汉部分区域快递揽派？,2020-05-13 16:26:08,http://www.piyao.org.cn/2020-05/13/c_1210617176.htm,0,闫丹丹,,中国经济网
176,北京将继续对社区村实行封闭式管理,2020-05-18 09:45:26,http://www.piyao.org.cn/2020-05/18/c_1210622845.htm,1,冯栋,孙乐琪,北京日报客户端
177,武汉对全体市民进行核酸检测,2020-05-15 10:21:14,http://www.piyao.org.cn/2020-05/15/c_1210619455.htm,1,闫丹丹,,中国新闻网
178,钟南山去武汉东西湖区了？东西湖区健康码转红？,2020-05-13 16:26:08,http://www.piyao.org.cn/2020-05/13/c_1210617120.htm,0,闫丹丹,,武汉东西湖区人民政府官方微博
179,吉大一院出现确诊病例？,2020-05-13 16:26:08,http://www.piyao.org.cn/2020-05/13/c_1210617145.htm,0,闫丹丹,,长春市疾控中心微信公众号
180,吉林市、蛟河市等地均为高风险区？,2020-05-13 10:19:23,http://www.piyao.org.cn/2020-05/13/c_1210616528.htm,0,闫丹丹,,中国吉林网
181,湖南湘潭有1名新冠肺炎无症状感染者?,2020-05-13 10:19:23,http://www.piyao.org.cn/2020-05/13/c_1210616518.htm,0,闫丹丹,,湘潭市疾病预防控制中心微信公
182,教育部明确体育课莫戴N95口罩 中高考体育测试项目可适当调整,2020-05-13 10:19:23,http://www.piyao.org.cn/2020-05/13/c_1210616531.htm,1,闫丹丹,,央视网
183,中国黑客试图窃取美新冠疫苗成果？,2020-05-12 15:51:35,http://www.piyao.org.cn/2020-05/12/c_1210615383.htm,0,张智萍,,人民网
184,舒兰疫情已到铁东了？,2020-05-12 15:51:35,http://www.piyao.org.cn/2020-05/12/c_1210615468.htm,0,张智萍,,吉林龙潭发布
185,内蒙古巴彦淖尔市医院核酸检测出2名阳性患者？,2020-05-12 15:51:35,http://www.piyao.org.cn/2020-05/12/c_1210615455.htm,0,张智萍,,央视新闻客户端
186,长春客车厂确诊一人，是那个洗衣工儿子同学？,2020-05-12 15:51:35,http://www.piyao.org.cn/2020-05/12/c_1210615450.htm,0,张智萍,,长春发布
187,长春福临家园小区现封闭隔离？长江路步行街现已封闭？,2020-05-12 15:51:35,http://www.piyao.org.cn/2020-05/12/c_1210615386.htm,0,张智萍,,长春发布
188,泰安一医院因出现新冠肺炎病例病房楼封闭？,2020-05-11 16:25:13,http://www.piyao.org.cn/2020-05/11/c_1210613855.htm,0,闫丹丹,,齐鲁网
189,2020贵州成高学位考试时间确定？,2020-05-11 13:24:58,http://www.piyao.org.cn/2020-05/11/c_1210613242.htm,0,闫丹丹,,贵州省教育厅网站
190,北京初三年级开学复课,2020-05-11 16:25:13,http://www.piyao.org.cn/2020-05/11/c_1210613861.htm,1,闫丹丹,,新华网
191,合肥市2020年中小学幼儿园暑假及秋季学期开学时间定了？,2020-05-10 14:15:02,http://www.piyao.org.cn/2020-05/10/c_1210612242.htm,0,殷荧,,合肥市教育局发布微信公众号
192,5月24日河北全省开学？,2020-05-10 14:15:02,http://www.piyao.org.cn/2020-05/10/c_1210612255.htm,0,殷荧,,@石家庄市互联网举报中心
193,岳阳华容马鞍菜市场封路，出现无症状感染者？,2020-05-09 16:52:30,http://www.piyao.org.cn/2020-05/09/c_1210611305.htm,0,周文婧,,@岳阳网警巡查执法
194,吉林省和龙市出现一例新冠病毒感染者？,2020-05-09 15:44:03,http://www.piyao.org.cn/2020-05/09/c_1210611210.htm,0,周文婧,,和龙微发布微信公众号
195,南京五名小学生手拉手跳楼？,2020-05-09 11:20:21,http://www.piyao.org.cn/2020-05/09/c_1210610661.htm,0,周文婧,,@平安南京
197,河南驻马店驿城新增新冠肺炎病例？,2020-05-09 10:46:37,http://www.piyao.org.cn/2020-05/09/c_1210610343.htm,0,周文婧,,今日驿城微信公众号
198,四川泸州合江出现无症状感染者？,2020-05-09 10:46:37,http://www.piyao.org.cn/2020-05/09/c_1210610674.htm,0,周文婧,,@泸州网警巡查执法
199,武汉实验室“失误证据”被外媒公开？,2020-05-08 16:25:35,http://www.piyao.org.cn/2020-05/08/c_1210609423.htm,0,殷荧,,外交部发言人办公室
200,上半年全国高等教育自学考试延期至8月举行,2020-05-10 14:03:40,http://www.piyao.org.cn/2020-05/10/c_1210612238.htm,1,殷荧,,新华社
201,河北衡水民办初高中将在5月末全部开学？,2020-05-08 10:33:38,http://www.piyao.org.cn/2020-05/08/c_1210608622.htm,0,殷荧,,河北新闻网
202,邯郸市5月6日恢复机动车限行？,2020-05-08 10:33:45,http://www.piyao.org.cn/2020-05/08/c_1210608653.htm,0,殷荧,,@邯郸网警巡查执法
203,两部门：低风险地区校园内学生不需佩戴口罩,2020-05-09 15:44:03,http://www.piyao.org.cn/2020-05/09/c_1210611216.htm,1,周文婧,,人民网
204,淮安一学校有学生确诊新冠肺炎？全班都被隔离？,2020-05-07 17:14:54,http://www.piyao.org.cn/2020-05/07/c_1210601448.htm,0,周文婧,,淮安市违法和不良信息举报中心
206,河北保定曲阳县5月6日起机动车恢复尾号限行？,2020-05-08 10:33:40,http://www.piyao.org.cn/2020-05/08/c_1210608639.htm,0,殷荧,,网信曲阳
207,江西吉安一武汉返乡探亲人员核酸检测为阳性？,2020-05-07 16:29:43,http://www.piyao.org.cn/2020-05/07/c_1210607744.htm,0,周文婧,,中国江西网
208,狂风暴雪会加速病毒传播？,2020-05-08 10:33:42,http://www.piyao.org.cn/2020-05/08/c_1210608650.htm,2,殷荧,,央视网
209,网传“山东2020年春季学期开学通知”？,2020-05-07 16:29:43,http://www.piyao.org.cn/2020-05/07/c_1210607752.htm,0,周文婧,,大众日报客户端
210,绥芬河口岸旅检通道5月中旬起重新开放？,2020-05-06 17:16:04,http://www.piyao.org.cn/2020-05/06/c_1210606126.htm,0,殷荧,,中国驻符拉迪沃斯托克总领事馆
211,中国驻法国大使馆委托机构、个人采购口罩？,2020-05-06 15:13:13,http://www.piyao.org.cn/2020-05/06/c_1210605900.htm,0,殷荧,,中国驻法国大使馆网站
213,外地游客因新冠病毒感染在重庆渝中死亡？,2020-05-06 09:36:07,http://www.piyao.org.cn/2020-05/06/c_1210605256.htm,0,殷荧,,中国新闻网
214,河北黄骅市某中学教职工确诊新冠肺炎？,2020-05-05 12:36:00,http://www.piyao.org.cn/2020-05/05/c_1210604373.htm,0,闫丹丹,,黄骅市委宣传部微信公众号
215,张家界武陵源有发热病人进入景区？,2020-05-04 12:09:07,http://www.piyao.org.cn/2020-05/04/c_1210603301.htm,0,周文婧,,武陵源发布微信公众号
216,工业酒精稀释后可用于皮肤消毒？,2020-05-04 12:09:09,http://www.piyao.org.cn/2020-05/04/c_1210603322.htm,0,周文婧,,药葫芦娃微信公众号
217,唐山市曹妃甸区八农场出现新冠肺炎确诊病例？,2020-05-03 13:18:17,http://www.piyao.org.cn/2020-05/03/c_1210602436.htm,0,何舟,,曹妃甸发布公众号
218,专家提醒学生参加体育活动不可佩戴N95口罩,2020-05-06 15:13:13,http://www.piyao.org.cn/2020-05/06/c_1210605916.htm,1,殷荧,,新华社
219,北京：“五一”假期后暂不恢复机动车尾号限行,2020-05-06 15:13:13,http://www.piyao.org.cn/2020-05/06/c_1210605911.htm,1,殷荧,,新华社
220,“五一”离开温州，回来需自费做核酸检测？,2020-05-03 13:18:17,http://www.piyao.org.cn/2020-05/03/c_1210602409.htm,0,何舟,,温州辟谣举报平台
221,珠海和平市场附近出现新确诊病例？,2020-05-02 14:13:41,http://www.piyao.org.cn/2020-05/02/c_1210601455.htm,0,董晓,,珠海发布微信公众号
222,5月6日起，石家庄市主城区恢复常态化限行,2020-05-04 12:09:18,http://www.piyao.org.cn/2020-05/04/c_1210603334.htm,1,周文婧,,石家庄公安交警微信公众号
223,“健康码”国家标准来了！,2020-05-05 12:36:00,http://www.piyao.org.cn/2020-05/05/c_1210604381.htm,1,闫丹丹,,新华社
225,平顶山市卫东区新增确诊病例流调信息公布？,2020-05-01 15:49:25,http://www.piyao.org.cn/2020-05/01/c_1210600648.htm,0,谢博隆,,卫东区人民政府网站
226,河北省滦南县出现新冠肺炎患者要排查？,2020-05-01 15:49:25,http://www.piyao.org.cn/2020-05/01/c_1210600681.htm,0,谢博隆,,央视新闻客户端
227,黑龙江省绥滨县中医院某医生感染新冠肺炎？,2020-05-01 15:49:25,http://www.piyao.org.cn/2020-05/01/c_1210600676.htm,0,谢博隆,,绥滨公安政务微信公众号
228,世卫组织确定新冠病毒源自自然界,2020-05-02 14:16:49,http://www.piyao.org.cn/2020-05/02/c_1210601443.htm,1,董晓,,新华网
229,大庆新玛特商场有确诊人员，全商城准备做核酸检测？,2020-04-30 15:02:25,http://www.piyao.org.cn/2020-04/30/c_1210599237.htm,0,杜畅,,@大庆网警巡查执法
230,柳州一中学发现疫情不报，口罩发少了？,2020-04-30 11:00:08,http://www.piyao.org.cn/2020-04/30/c_1210598524.htm,0,杜畅,,广西新闻网、南国今报
231,东帝汶华侨可私人租用商业包机回国？,2020-04-30 15:02:28,http://www.piyao.org.cn/2020-04/30/c_1210598538.htm,0,杜畅,,中国侨网、中国驻东帝汶大使馆
233,尼日利亚要排查中国公民居留身份合法性？,2020-04-29 15:40:33,http://www.piyao.org.cn/2020-04/29/c_1210597551.htm,0,杜畅,,中国新闻网
235,辽源市排查去过中心医院的人员？,2020-04-29 15:47:08,http://www.piyao.org.cn/2020-04/29/c_1210597568.htm,0,杜畅,,吉林日报
237,温州市建设小学大南校区有孩子确诊新冠肺炎？,2020-04-29 10:50:56,http://www.piyao.org.cn/2020-04/29/c_1210595556.htm,0,杜畅,,@温州网警巡查执法
238,孕妇不能使用含氯消毒剂进行消毒？,2020-04-29 10:52:58,http://www.piyao.org.cn/2020-04/29/c_1210595670.htm,0,杜畅,,药葫芦娃微信公号
239,全国收费公路5月6日零时起恢复收费,2020-04-29 11:01:40,http://www.piyao.org.cn/2020-04/29/c_1210595678.htm,1,杜畅,,交通运输部官网、新华社
240,新冠肺炎疫情期间不能到医院就诊？,2020-04-28 16:15:32,http://www.piyao.org.cn/2020-04/28/c_1210594626.htm,0,杜畅,,药葫芦娃微信公众号
241,王辰院士说中国要实行“群体免疫”？,2020-04-28 11:28:36,http://www.piyao.org.cn/2020-04/28/c_1210594101.htm,0,张智萍,,中国互联网联合辟谣平台综合
242,中国隐瞒新冠肺炎疫情？,2020-04-28 11:04:57,http://www.piyao.org.cn/2020-04/28/c_1210594087.htm,0,张智萍,,中国新闻网
243,有越南工人偷渡广西柳州做工感染？大量人员已隔离？,2020-04-28 11:16:52,http://www.piyao.org.cn/2020-04/28/c_1210594111.htm,0,杜畅,,柳州警方
244,哈尔滨市通知要求严格执行“六个一律”？,2020-04-27 16:02:16,http://www.piyao.org.cn/2020-04/27/c_1210592768.htm,0,杜畅,,黑龙江日报微信公号
245,山东初中毕业年级开学时间确定,2020-04-27 16:20:35,http://www.piyao.org.cn/2020-04/27/c_1210592729.htm,1,杜畅,,山东省教育厅官网
246,南通市老年康复医院收治新冠肺炎确诊病例？,2020-04-27 16:15:28,http://www.piyao.org.cn/2020-04/27/c_1210592751.htm,0,杜畅,,@南通日报
247,呼和浩特5月1日起超期车辆要罚款？,2020-04-27 16:08:39,http://www.piyao.org.cn/2020-04/27/c_1210592761.htm,0,杜畅,,呼和浩特新闻网
248,上海奉贤第一例确诊病例治愈后复阳了，还传给了家人？,2020-04-27 10:02:57,http://www.piyao.org.cn/2020-04/27/c_1210592126.htm,0,张智萍,,上海网络辟谣、健康奉贤
249,黑龙江新冠肺炎隔离点突发大火坍塌，10人死亡70多人遇难？,2020-04-27 10:09:03,http://www.piyao.org.cn/2020-04/27/c_1210592113.htm,0,张智萍,,黑龙江网
250,量子共振仪可准确检测新冠病毒？,2020-04-27 11:05:23,http://www.piyao.org.cn/2020-04/27/c_1210592089.htm,0,张智萍,,楚天都市报
251,疫情期间，非洲人在华遭虐待？,2020-04-27 11:05:23,http://www.piyao.org.cn/2020-04/27/c_1210592142.htm,0,张智萍,,中国新闻网
252,国内低风险地区进京出差、返京人员不再隔离,2020-04-30 15:02:00,http://www.piyao.org.cn/2020-04/30/c_1210598551.htm,1,杜畅,,新华社
253,武汉蔡甸邮政银行发现新冠肺炎病例，已被封闭？,2020-04-26 10:33:46,http://www.piyao.org.cn/2020-04/26/c_1210590811.htm,0,张智萍,,中国新闻网
254,牡丹江市市政府紧急通知要求执行六个一律？,2020-04-26 10:33:51,http://www.piyao.org.cn/2020-04/26/c_1210590803.htm,0,张智萍,,牡丹江网警巡查执法
255,非医用口罩生产企业未进入清单不能出口？,2020-04-28 16:15:25,http://www.piyao.org.cn/2020-04/28/c_1210594639.htm,2,杜畅,,商务部官网、商务部微信公号
256,钟南山预测“5月疫情将全面爆发”？,2020-04-25 12:20:11,http://www.piyao.org.cn/2020-04/25/c_1210589712.htm,0,张智萍,,中国互联网联合辟谣平台综合
257,世卫组织：尚无证据表明新冠抗体可使人免受“二次感染”,2020-04-27 11:59:26,http://www.piyao.org.cn/2020-04/27/c_1210591277.htm,1,杜畅,,新华网
258,武汉在院新冠肺炎清零就是全部出院？,2020-04-28 11:02:46,http://www.piyao.org.cn/2020-04/28/c_1210594119.htm,2,杜畅,,中国新闻网
259,让胡路区多个小区已经公布成为疫情场所？,2020-04-25 12:20:16,http://www.piyao.org.cn/2020-04/25/c_1210589707.htm,0,张智萍,,大庆网
260,烟台市各学段各年级学生已明确复学返校时间？,2020-04-24 18:07:10,http://www.piyao.org.cn/2020-04/24/c_1210588917.htm,0,殷荧,,烟台市教育局网站
261,武汉籍确诊患者在江西多地传播新冠肺炎？,2020-04-24 15:01:57,http://www.piyao.org.cn/2020-04/24/c_1210588631.htm,0,冯栋,,江西日报微信公号
262,娄底市双峰县发现两例疑似无症状感染者？,2020-04-24 10:59:46,http://www.piyao.org.cn/2020-04/24/c_1210588245.htm,0,冯栋,,华声在线
263,万宁市民警接触过五指山公安局疑似新冠肺炎病例密切接触者？,2020-04-24 10:59:35,http://www.piyao.org.cn/2020-04/24/c_1210588248.htm,0,冯栋,,平安万宁微信公号
264,惠州市惠阳区1人因被虫叮咬核酸检测为阳性？,2020-04-24 10:31:06,http://www.piyao.org.cn/2020-04/24/c_1210588156.htm,0,冯栋,,@惠阳发布
265,石家庄灵寿县出现新冠肺炎病例？,2020-04-26 10:33:39,http://www.piyao.org.cn/2020-04/26/c_1210590805.htm,0,张智萍,,河北新闻网
267,网传深圳中小学生5月11日和18日分批返校？,2020-04-24 10:31:06,http://www.piyao.org.cn/2020-04/24/c_1210588165.htm,0,冯栋,,@深圳新闻网
268,网传佳木斯要建方舱医院用于收纳海归人员？,2020-04-23 14:57:37,http://www.piyao.org.cn/2020-04/23/c_1210587063.htm,0,冯栋,,黑龙江日报
269,上饶市信州区某商业广场发现新冠肺炎病例？,2020-04-22 16:06:02,http://www.piyao.org.cn/2020-04/22/c_1210581972.htm,0,冯栋,,@上饶发布
270,上半年中小学教师资格考试推迟至下半年一并组织,2020-04-24 14:12:52,http://www.piyao.org.cn/2020-04/24/c_1210588573.htm,1,冯栋,,教育部官网
271,黑龙江七台河市茄子河区鹿山矿有人患新冠肺炎？,2020-04-22 14:02:16,http://www.piyao.org.cn/2020-04/22/c_1210581699.htm,0,冯栋,,@七台河发布
272,黑龙江返银川一家被确诊？,2020-04-22 10:57:47,http://www.piyao.org.cn/2020-04/22/c_1210581408.htm,0,冯栋,王建宏,光明日报
273,保定供电局全体员工隔离，大楼被封？,2020-04-22 09:25:43,http://www.piyao.org.cn/2020-04/22/c_1210581202.htm,0,冯栋,田媛媛,@燕赵都市报
274,国家税务总局：受疫情影响逾期缴税不影响企业信用,2020-04-24 10:30:47,http://www.piyao.org.cn/2020-04/24/c_1210588173.htm,1,冯栋,,新华网
275,佳木斯集中隔离点人员私自外出？,2020-04-22 09:25:43,http://www.piyao.org.cn/2020-04/22/c_1210581193.htm,0,冯栋,,中国新闻网
277,入住上海酒店已不用亮码量体温？,2020-04-21 14:38:03,http://www.piyao.org.cn/2020-04/21/c_1210580241.htm,0,殷荧,,上海网络辟谣
278,常德桥南一KTV发现新冠肺炎疑似病例？,2020-04-21 11:37:52,http://www.piyao.org.cn/2020-04/21/c_1210579955.htm,0,冯栋,郑江晖,红网时刻新闻
279,北京明确餐厅用餐需查验“北京健康宝”状态,2020-04-23 16:33:11,http://www.piyao.org.cn/2020-04/23/c_1210587175.htm,1,冯栋,,@新华视点微博
280,涿州发现新冠肺炎确诊病例？,2020-04-21 11:37:52,http://www.piyao.org.cn/2020-04/21/c_1210579948.htm,0,冯栋,,@涿州发布
282,宝鸡暂停酒店、婚庆等行业，统一整改？,2020-04-21 11:37:52,http://www.piyao.org.cn/2020-04/21/c_1210579961.htm,0,冯栋,,@宝鸡网警巡查执法
283,几内亚政府抓扣在几中国公民？,2020-04-21 10:09:27,http://www.piyao.org.cn/2020-04/21/c_1210579767.htm,0,冯栋,,中国驻几内亚使馆网站
284,北京市体育局：安全有序恢复室内外体育健身场所开放,2020-04-22 09:25:43,http://www.piyao.org.cn/2020-04/22/c_1210581219.htm,1,冯栋,,中国新闻网
285,新冠肺炎确诊患者乘坐火车来了赣州？,2020-04-21 10:09:27,http://www.piyao.org.cn/2020-04/21/c_1210579784.htm,0,冯栋,,@南铁赣州车务段
286,内蒙古明确学校开学复课时间,2020-04-21 14:24:04,http://www.piyao.org.cn/2020-04/21/c_1210580209.htm,1,冯栋,,内蒙古教育发布微信公号
287,天津开学时间又变了？,2020-04-21 10:09:27,http://www.piyao.org.cn/2020-04/21/c_1210579774.htm,0,冯栋,,@天津辟谣
288,两名中国女留学生在墨尔本遇袭？,2020-04-20 14:36:37,http://www.piyao.org.cn/2020-04/20/c_1210578696.htm,0,冯栋,,中国驻墨尔本总领事馆微信公号
289,私人可包机从纽约前往中国？,2020-04-20 11:02:10,http://www.piyao.org.cn/2020-04/20/c_1210578346.htm,0,冯栋,,中国驻纽约总领馆网站
290,5月雅思、托福等海外考试取消,2020-04-21 10:09:27,http://www.piyao.org.cn/2020-04/21/c_1210579794.htm,1,冯栋,,中国教育考试网
291,网传广州向困难外籍人员发生活补助？,2020-04-20 10:05:09,http://www.piyao.org.cn/2020-04/20/c_1210578171.htm,0,殷荧,,中国青年报微信公众号
292,北京市幼升小以及小升初预计推迟至七月？,2020-04-19 16:18:44,http://www.piyao.org.cn/2020-04/19/c_1210577421.htm,0,张智萍,,@北京市教委
293,天津高考时间7月7日-8日、中考时间7月18日-19日,2020-04-21 14:24:04,http://www.piyao.org.cn/2020-04/21/c_1210580210.htm,1,冯栋,,中国新闻网
294,上海杨浦五角场出现新冠肺炎确诊病例？,2020-04-19 16:21:14,http://www.piyao.org.cn/2020-04/19/c_1210577434.htm,0,周文婧,,@上海杨浦
295,北京：对津冀来京人员不再实行居家观察,2020-04-20 17:33:48,http://www.piyao.org.cn/2020-04/20/c_1210578955.htm,1,冯栋,,@北京发布
296,俄罗斯飞满洲里的飞机在二连浩特降落，有病的旅客在二连浩特酒店隔离？,2020-04-19 16:26:18,http://www.piyao.org.cn/2020-04/19/c_1210577429.htm,0,周文婧,,网信二连浩特微信公众号
297,乐清市人民医院确诊14列新型冠状病毒感染病例？,2020-04-19 16:25:13,http://www.piyao.org.cn/2020-04/19/c_1210577430.htm,0,周文婧,,乐清发布微信公众号
298,抚顺市望花区新增两例新冠肺炎确诊病例？,2020-04-19 16:28:08,http://www.piyao.org.cn/2020-04/19/c_1210577447.htm,0,周文婧,,抚顺网信微信公众号
299,湖北2020年高考时间确定为7月7日至8日,2020-04-20 10:05:09,http://www.piyao.org.cn/2020-04/20/c_1210578199.htm,1,冯栋,,@湖北发布
300,成都市成华区有新冠确诊病例偷跑回家跳楼？,2020-04-18 16:28:46,http://www.piyao.org.cn/2020-04/18/c_1210572293.htm,0,何舟,,@文旅成华
301,邯郸丛台区发现一确诊病例？,2020-04-18 16:27:03,http://www.piyao.org.cn/2020-04/18/c_1210572290.htm,0,何舟,,@邯郸网警巡查执法
302,京津冀实行健康状态互认​；健康码不能替代小区出入证和登记要求,2020-04-19 16:29:16,http://www.piyao.org.cn/2020-04/19/c_1210577462.htm,1,周文婧,,北京日报微信公众号
303,北京爬山收到河北短信，回家后被隔离？,2020-04-18 16:25:49,http://www.piyao.org.cn/2020-04/18/c_1210571350.htm,0,何舟,曲经纬 褚英硕,北京日报
304,疫情期间减免企业社保费，会影响个人社保缴费连续记录？,2020-04-18 16:29:35,http://www.piyao.org.cn/2020-04/18/c_1210569809.htm,2,何舟,,国家税务总局公众号
305,北京西站出现大量白衣人，疑似疫情大爆发？,2020-04-18 16:23:06,http://www.piyao.org.cn/2020-04/18/c_1210572557.htm,0,何舟,毛锦伟 白璐,上海网络辟谣
306,受疫情影响，外资要全面撤离中国？,2020-04-17 16:25:48,http://www.piyao.org.cn/2020-04/17/c_1210562643.htm,0,张智萍,,人民日报海外版
307,目前已有专门预防和治疗新冠病毒感染的药物？,2020-04-17 16:25:55,http://www.piyao.org.cn/2020-04/17/c_1210562641.htm,0,张智萍,,新华社
308,重庆渝中区朝天门出现疑似病例？,2020-04-17 10:31:42,http://www.piyao.org.cn/2020-04/17/c_1210562157.htm,0,芮静,,在渝中客户端
309,丹阳六中出现学生无症状感染者？,2020-04-17 10:31:42,http://www.piyao.org.cn/2020-04/17/c_1210562170.htm,0,芮静,,丹阳发布
310,因新冠确诊病例吉林市人民医院呼吸科封楼？,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561067.htm,0,芮静,朱国旺 郭文培,中国经济网
311,大庆市让区人民医院隔离12个外国人？,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561083.htm,0,芮静,,大庆日报
312,哈尔滨封城封路？,2020-04-16 15:44:36,http://www.piyao.org.cn/2020-04/16/c_1210560514.htm,0,芮静,,黑龙江日报客户端
313,哈尔滨市道外区启动疫情防控二级响应？,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561091.htm,0,芮静,,黑龙江日报客户端
314,大庆市4月17号封城？,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561096.htm,0,芮静,,@大庆网警巡查执法
315,合浦县某中学学生为新冠肺炎患者？,2020-04-17 10:31:42,http://www.piyao.org.cn/2020-04/17/c_1210562145.htm,0,芮静,,合浦发布
316,邢台市出现新增病例？,2020-04-16 15:44:36,http://www.piyao.org.cn/2020-04/16/c_1210560521.htm,0,芮静,,牛城晚报
317,北京西城区全体中学毕业班于5月15日返校？,2020-04-17 11:27:55,http://www.piyao.org.cn/2020-04/17/c_1210562275.htm,0,芮静,,北京西城微信公众号
318,冷水江欧某某为新冠肺炎确诊患者？,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561085.htm,0,芮静,,@红网
319,政府发口罩费，微信可领取到6月30日？,2020-04-16 15:44:36,http://www.piyao.org.cn/2020-04/16/c_1210560480.htm,0,芮静,,河北新闻网
320,临武县出现5例输入型确诊病例，彬洲防控再升级？,2020-04-16 15:44:36,http://www.piyao.org.cn/2020-04/16/c_1210560489.htm,0,芮静,,@郴州市公安局
321,河北巨鹿又要封城？,2020-04-15 16:31:55,http://www.piyao.org.cn/2020-04/15/c_1210559323.htm,0,张智萍,,谣言
322,沭阳县食盐储备库存充足,2020-04-17 09:11:55,http://www.piyao.org.cn/2020-04/17/c_1210561104.htm,1,芮静,,沭阳发布
323,生态环境部：我国没有核电厂因疫情影响导致暂时停堆或关闭,2020-04-16 15:44:36,http://www.piyao.org.cn/2020-04/16/c_1210560481.htm,1,芮静,杜希萌,央广网
324,陕西高速公路4月15日起恢复收费?,2020-04-15 12:55:07,http://www.piyao.org.cn/2020-04/15/c_1210558953.htm,0,张智萍,,华商网
325,哈医大附属第一医院医生感染、耳鼻喉科封科？,2020-04-15 12:49:17,http://www.piyao.org.cn/2020-04/15/c_1210558895.htm,0,张智萍,,黑龙江日报
326,新冠病毒会通过母婴垂直传播？,2020-04-15 12:53:05,http://www.piyao.org.cn/2020-04/15/c_1210558906.htm,0,张智萍,,中国新闻网
327,疫情期间，隐形眼镜不能戴？,2020-04-15 12:53:05,http://www.piyao.org.cn/2020-04/15/c_1210558913.htm,2,张智萍,,科技日报
328,河北省沙河市出现确诊病例，封村封小区？,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557784.htm,0,芮静,,网信沙河
329,浠水县5路公交一司机确诊新冠肺炎？,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557786.htm,0,芮静,,@黄冈政府门户网
330,武汉要发消费券,2020-04-17 10:28:58,http://www.piyao.org.cn/2020-04/17/c_1210562203.htm,1,张智萍,王自宸,新华社
331,山东烟台某医院新确诊27例？,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557802.htm,0,芮静,,中国新闻网
332,河南焦作已开放注射新冠疫苗？,2020-04-14 13:06:21,http://www.piyao.org.cn/2020-04/14/c_1210557231.htm,0,芮静,高鸣野,荔枝新闻
333,夏邑县一男子为新冠肺炎确诊病例？,2020-04-14 13:06:21,http://www.piyao.org.cn/2020-04/14/c_1210557250.htm,0,芮静,,@微博商丘
334,今年上半年英语四六级口试取消,2020-04-17 16:25:42,http://www.piyao.org.cn/2020-04/17/c_1210562647.htm,1,张智萍,,教育部考试中心
335,湖北利川高三4月22日开学？,2020-04-14 13:06:21,http://www.piyao.org.cn/2020-04/14/c_1210557278.htm,0,芮静,,@利川发布
336,狮山镇罗村下柏出现聚集性感染新冠肺炎病例？,2020-04-14 13:06:21,http://www.piyao.org.cn/2020-04/14/c_1210557262.htm,0,芮静,,@佛山发布
337,无症状感染者是新冠病毒后期的特征？,2020-04-13 15:37:13,http://www.piyao.org.cn/2020-04/13/c_1210556280.htm,0,张智萍,,广东省政府疫情防控新闻发布会
338,包头各中小学幼儿园本学期不做开学准备？,2020-04-13 15:37:18,http://www.piyao.org.cn/2020-04/13/c_1210556277.htm,0,张智萍,,包头新闻网
339,我国新冠病毒灭活疫苗获批进入临床试验,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557764.htm,1,芮静,,新华社
340,放心买！湖北产的食盐不带新冠病毒,2020-04-14 15:51:16,http://www.piyao.org.cn/2020-04/14/c_1210557766.htm,1,芮静,王忻,新华网
341,张文宏说武汉已经群体免疫？,2020-04-13 15:32:01,http://www.piyao.org.cn/2020-04/13/c_1210556099.htm,0,张智萍,,中国新闻网
342,中国驻尼日利亚大使向尼方“鞠躬”？,2020-04-13 13:17:22,http://www.piyao.org.cn/2020-04/13/c_1210555697.htm,0,张智萍,,中国经济网
343,广州白云、越秀有1000多外籍人员核酸检测为阳性？,2020-04-13 13:20:39,http://www.piyao.org.cn/2020-04/13/c_1210555699.htm,0,张智萍,,央广网
344,牡丹江4月13日起全市封城？,2020-04-13 13:20:39,http://www.piyao.org.cn/2020-04/13/c_1210555704.htm,0,张智萍,,牡丹江市委网信办
345,海口所有学校暂缓开学？,2020-04-13 13:20:39,http://www.piyao.org.cn/2020-04/13/c_1210555706.htm,0,张智萍,,海南日报
346,公司不提供口罩，员工可以拒绝上班？,2020-04-13 15:37:07,http://www.piyao.org.cn/2020-04/13/c_1210556282.htm,2,张智萍,,新华网
347,疫情防控期间，旅游景区只开放室外区域,2020-04-15 16:31:48,http://www.piyao.org.cn/2020-04/15/c_1210559317.htm,1,张智萍,,新华社
