,keyword,title,summary,link,visible_link,date,rank,label
1603,比口罩更重要的是手套,手套比口罩更重要？防疫专家嘉瑞特：自我保护（2）-一分钟阅读 ...,2020年2月10日 - 就防护措施来说，相对于对口鼻的保护，嘉瑞特更重视手的清洁和保护，手套比口罩更重要。很可能是她观察到大多数的感染病例，都是从手部接触， ...,http://column.etnetchina.com.cn/column-list-EtnetcolB209/84538.htm,column.etnetchina.com.cn › column-list-EtnetcolB209,2020年2月10日,18,0
1604,比口罩更重要的是手套,英科医疗新型冠状病毒飞沫传染一次性手套,美国卫生专家撰文：预防新型冠状病毒感染，手套比口罩更重要! 2020-01-27. 美国卫生专家劳里·加勒特（Laurie Garrett）是美国著名女记者，是获得皮博迪奖（The ...,http://www.intcomedical.com.cn/news/922f9d34-d4ff-4124-c95c-8892700345b7.shtml,www.intcomedical.com.cn › news,,19,0
1605,比口罩更重要的是手套,武漢肺炎／口罩≠防疫！美國公衛專家：手套比口罩更重要| 生活 ...,2020年2月6日 - 口罩在戶外配戴時毫無用處，就算是在室內，用處也不大。大多口罩在使用一兩次後就被污染了，重複戴同一枚口罩比不戴口罩更糟糕。因為從口鼻呼出 ...,https://www.setn.com/News.aspx?NewsID=684312,www.setn.com › 生活,2020年2月6日,20,0
1606,无症状患者也会传播新冠病毒,新冠病毒无症状感染者焦点问题透视-新华网,2020年4月12日 - “无症状感染者会不会导致疫情反弹，更重要的是取决于防控工作的态度和能力。如果不重视，即使只有少量的无症状感染者，也可能会造成疾病传播； ...,http://www.xinhuanet.com/2020-04/12/c_1125845106.htm,www.xinhuanet.com › ...,2020年4月12日,1,2
1607,无症状患者也会传播新冠病毒,新型冠状病毒无症状感染者是否有传染性？系列问答在这里！,2020年4月1日 - A:新冠病毒无症状感染者（以下简称无症状感染者）是指无相关临床 ... 由于无症状感染者无任何明显的症状与体征，其在人群中难以被发现，其导致的传播也 ... 因此我们仍将继续着重于及时发现隔离确诊患者，并做好密切接触者管理。,http://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_2275/202004/t20200401_215730.html,www.chinacdc.cn › ... › 新型冠状病毒肺炎 › 知识天地,2020年4月1日,2,2
1608,无症状患者也会传播新冠病毒,新冠病毒无症状感染者焦点问题透视 - 人民日报 - 人民网,2020年4月13日 - “无症状感染者会不会导致疫情反弹，更重要的是取决于防控工作的态度和能力。如果不重视，即使只有少量的无症状感染者，也可能会造成疾病传播； ...,http://paper.people.com.cn/rmrb/html/2020-04/13/nw.D110000renmrb_20200413_2-06.htm,paper.people.com.cn › rmrb › html,2020年4月13日,3,2
1609,无症状患者也会传播新冠病毒,肺炎疫情：和“伤寒玛丽”类似，“无症状感染者”导致的新冠防范 ...,2020年6月2日 - 除了症状前传播外，还有一种更加神秘的情况，这种情况连科学界也难以简单定义。这种病人在被感染后从不会出现任何症状。 这就是所谓的“无症状 ...,https://www.bbc.com/zhongwen/simp/science-52888627,www.bbc.com › zhongwen › simp › science-52888627,2020年6月2日,4,2
1610,无症状患者也会传播新冠病毒,肺炎疫情：无症状感染者是否会导致第二次大爆发- BBC News ...,2020年3月25日 - 大多数轻症患者由于症状较轻，还没有到寻求医疗救助的地步，并且也可能会躲过诸如体温检测之类的筛查方法，因此这种现象的严重程度及其在病毒 ...,https://www.bbc.com/zhongwen/simp/chinese-news-52016649,www.bbc.com › simp › chinese-news-52016649,2020年3月25日,5,2
1611,无症状患者也会传播新冠病毒,什么是无症状感染者？会传染吗？这些关键问题专家都解答了_ ...,2020年4月2日 - 栾荣生说，新冠病毒无症状感染者是指无相关临床症状，如发热、咳嗽、咽 ... 毒力较强的病原体导致的死亡比例较大，当然还同患者的身体状况或 ... 由于无症状感染者无任何明显的症状与体征，其在人群中难以被发现，其导致的传播也 ...,https://sichuan.scol.com.cn/ggxw/202004/57774603.html,sichuan.scol.com.cn › ggxw,2020年4月2日,6,2
1612,无症状患者也会传播新冠病毒,无症状感染者也能传染？如何防控？丨思客问答,2020年2月2日 - 新型冠状病毒肺炎最突出的症状有两个，一是发烧，一是全身无力、乏力，一些有干咳，痰很少。 ... 因此无症状也可能是非常轻的症状，让患者难以察觉。 ... 但无症状并不意味着不会传染，大家还是要遵守科学的提醒，只要坚决执行目前 ...,https://hi.tobacco.gov.cn/main/content/49/115965.html,hi.tobacco.gov.cn › main › content,2020年2月2日,7,2
1613,无症状患者也会传播新冠病毒,张文宏：如何解读无症状感染者？我们需要如何应对？ - 第一财经,2020年4月1日 - 新冠病毒的无症状感染者，就是指没有任何临床症状（如发热、咳嗽、肺炎 ... 传染性疾病都有一个特点：无症状感染患者和有症状的患者共同存在。,https://www.yicai.com/news/100574475.html,www.yicai.com › news,2020年4月1日,8,2
1614,无症状患者也会传播新冠病毒,一文读懂“无症状感染者”六大疑问：并非确诊病例传染性待研究,2020年3月21日 - 目前指的临床症状主要是患者在感染了病毒之后，患者会出现以发热、 ... 呼吸综合征冠状病毒（MERS）的观察发现，冠状病毒通过无症状患者传播的 ...,https://www.yicai.com/news/100558949.html,www.yicai.com › news,2020年3月21日,9,2
1615,无症状患者也会传播新冠病毒,你问我答 - 国家卫生健康委员会,孩子长期佩戴眼镜，也会导致度数加深。这些说法 ... A：无症状感染者存在着传播风险。 ... Q：我国关于新型冠状病毒无症状感染者的防控要求是什么？ ... 如果家中没有新冠肺炎确诊患者、无症状感染者或密切接触者，卫生间做一般卫生清洁就可以。如.,http://www.nhc.gov.cn/xcs/nwwd/list_nwwd.shtml,www.nhc.gov.cn › xcs › nwwd › list_nwwd,,10,2
1616,无症状患者也会传播新冠病毒,新型冠状病毒肺炎无症状感染者在疫情传播中的作用与防控策略,2020年4月7日 - 摘要: 新型冠状病毒肺炎(新冠肺炎)无症状感染者成为我国防控疫情反弹的热点问题。 ... 发病，即使是无症状感染者，也会因2周以上隔离而不会继续带病毒。 ... 每例确诊患者能够传播近3人，平均每例无症状感染者能够传播不到1人。,http://html.rhhz.net/zhlxbx/036.htm,html.rhhz.net › zhlxbx,2020年4月7日,11,2
1617,无症状患者也会传播新冠病毒,千万别摘口罩！防控无症状感染者，中央重磅表态！_证券时报网,2020年3月31日 - 近日，无症状感染者成为了一个社会话题，引发的本土传播再引争议。 ... 根据《新型冠状病毒肺炎防控方案（第六版）》，无症状感染者是指受到新冠病毒的感染 ... 一般情况下，阳性患者的ORF1ab和N基因同时阳性，但也会出现ORF1ab ...,http://news.stcn.com/2020/0331/15785638.shtml,news.stcn.com › 新闻,2020年3月31日,12,2
1618,无症状患者也会传播新冠病毒,新冠无症状患者传播病毒频率有多高？仍是个难题|新冠肺炎_ ...,1 天前 - 研究表明，在出现症状之前，人们的喉咙中就有高水平的病毒。一项研究发现，那些从未出现症状的人的鼻子和喉咙里也会有复制病毒，但数量比那些 ...,https://tech.sina.com.cn/roll/2020-06-13/doc-iircuyvi8270401.shtml,tech.sina.com.cn › roll › doc-iircuyvi8270401,1 天前,13,2
1619,无症状患者也会传播新冠病毒,"假阴性、无症状传播…专家详解：新冠比SARS更""狡猾""？_新闻 ...",2020年2月13日 - 林炳亮发现，新冠病毒的诡异之处还不少：潜伏期患者具有感染性，无症状 ... 孙永昌推测，SARS病毒引起的感染也会是多种表现形式的，只是受当时 ...,http://news.cctv.com/2020/02/13/ARTI2zPI9FZuKBohFSUUtCED200213.shtml,news.cctv.com › 2020/02/13,2020年2月13日,14,2
1620,无症状患者也会传播新冠病毒,卫健委：中国至少有1541名无症状感染者| 德国之声来自德国 ...,2020年3月31日 - 而且，即便能通过追踪密切接触者找到可能的无症状感染者，也会因受限于 ... 无症状感染者所推动的；尽管单个无症状感染者的传染性估计仅为确诊患者的 ... 香港大学的一项针对潜伏期患者的研究则显示，新冠病毒感染者平均在出现 ...,https://www.dw.com/zh/%E5%8D%AB%E5%81%A5%E5%A7%94%E4%B8%AD%E5%9B%BD%E8%87%B3%E5%B0%91%E6%9C%891541%E5%90%8D%E6%97%A0%E7%97%87%E7%8A%B6%E6%84%9F%E6%9F%93%E8%80%85/a-52969923,www.dw.com › 卫健委中国至少有1541名无症状感染者,2020年3月31日,15,2
1621,无症状患者也会传播新冠病毒,没有症状的新冠病毒感染者- 纽约时报中文网,2020年2月27日 - 研究表明，一些感染了新冠病毒的人即使没有症状也会传播病毒。 ... 我认为，毫无疑问，无症状病毒携带者会把病毒传染给其他人，”美国国家过敏和传染病研究 ... 并且完全不检测同中国无已知联系的患者——可能意味着遗漏新病例。,https://cn.nytimes.com/health/20200227/coronavirus-asymptomatic/,cn.nytimes.com › health › coronavirus-asymptomatic,2020年2月27日,16,2
1622,无症状患者也会传播新冠病毒,专家回应无症状患者也会传染 - 微博,岩松帮你问#【#专家回应无症状患者也会传染#】李兰娟：我们现在最重要的就是 ... 身患绝症的武汉金银潭医院院长，妻子又被感染，依旧坚持在抗击疫情最前线， ... 专家回应无症状患者也会传染# 人们最怕的就是这个，在不知不觉中接触到了这个病毒。,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%93%E5%AE%B6%E5%9B%9E%E5%BA%94%E6%97%A0%E7%97%87%E7%8A%B6%E6%82%A3%E8%80%85%E4%B9%9F%E4%BC%9A%E4%BC%A0%E6%9F%93%23&extparam=%23%E4%B8%93%E5%AE%B6%E5%9B%9E%E5%BA%94%E6%97%A0%E7%97%87%E7%8A%B6%E6%82%A3%E8%80%85%E4%B9%9F%E4%BC%9A%E4%BC%A0%E6%9F%93%23&luicode=10000011&lfid=231522type%3D1%26t%3D10%26q%3D%23%E5%9B%BD%E5%AE%B6%E7%BB%99%E8%80%81%E5%B9%B4%E6%9C%8B%E5%8F%8B%E7%9A%84%E4%B8%80%E5%B0%81%E4%BF%A1%23&featurecode=sina1229,m.weibo.cn › search › extparam=#专家回应无症状患...,,17,2
1623,无症状患者也会传播新冠病毒,如何了解和预防新冠病毒“无症状感染者”的传播-中国科普网,2020年4月26日 - 而这次新型冠状病毒也不例外，新冠病毒的主要传播方式有三种分别为接触传播、气溶胶传播和飞沫传播。但是因为无症状感染者不会表现出如多数 ...,http://www.kepu.gov.cn/www/article/dtxw/480dadfd86684378a642213205bad2a8,www.kepu.gov.cn › www › article › dtxw,2020年4月26日,18,2
1624,无症状患者也会传播新冠病毒,新型冠状病毒肺炎潜伏期或隐性感染者传播研究进展,2020年3月6日 - 韩国研究者利用24例确诊患者估算平均潜伏期为3.6d（中位数4d）。我国31个省市抽取的291例临床确诊病例分析也显示潜伏期中位数为4（IQR：2~7）d ...,http://rs.yiigle.com/m/yufabiao/1183795.htm,rs.yiigle.com › yufabiao,2020年3月6日,19,2
1625,无症状患者也会传播新冠病毒,无症状感染者传染人吗？普通人如何防范？-湖南频道,2020年4月8日 - 所谓新冠病毒无症状感染者，是指无相关临床症状，如发热、咳嗽、咽痛等可自我 ... 咳嗽、打喷嚏等方式传给别人的可能性较低，传染性应该低于有症状的患者。 ... 预计在4月底左右，疫情会“下来”，但病毒是否有可能会在明年春季继续 ...,https://hn.rednet.cn/content/2020/04/08/7003367.html,hn.rednet.cn › content › 2020/04/08,2020年4月8日,20,2
1626,84 消毒液不能和洁厕灵一起用,提醒过多次还是悲剧了！洁厕灵+84消毒液又致1死3伤,2018年2月9日 - 医院诊断证明李老汉死于氯气中毒，而罪魁祸首就是洁厕灵和84消毒液，两者混合后会产生氯气，而李老汉由于吸入氯气过多，导致死亡。 ... 这些清洁用品不能混用！ ... 因此，清洁卫生间的时候，84消毒液和洁厕灵一定不要一起使用。,http://m.news.cctv.com/2018/02/09/ARTIg7PaKdfbYZz9aaDBanXN180209.shtml,m.news.cctv.com › 2018/02/09,2018年2月9日,1,1
1627,84 消毒液不能和洁厕灵一起用,洁厕灵和84消毒液不能混用，有毒！ - 知乎,2018年12月24日 - 这天，小编在好大夫在线网站上，看到了这样一个咨询: 诶？？？接着小编又搜了搜，看来中招的人还真不少: 84消毒液和洁厕灵不能一起用吗？ 84和 ...,https://zhuanlan.zhihu.com/p/53218679,zhuanlan.zhihu.com › ...,2018年12月24日,2,1
1628,84 消毒液不能和洁厕灵一起用,84消毒液不能与洁厕液一起使用-百度经验,2018年1月10日 - 洁厕灵与84消毒液千万不能一起使用，否则会起化学反应，产生有毒气体，对健康极为不利。84消毒液的主要成分是次氯酸钠，呈酸性，而洁厕灵大多是强 ...,https://jingyan.baidu.com/article/22fe7ced28ef1f3002617fb6.html,jingyan.baidu.com › article,2018年1月10日,3,1
1629,84 消毒液不能和洁厕灵一起用,84消毒药和洁厕灵为什么不能混一起用？ | 问答| 问答| 果壳科技 ...,2012年3月11日 - 网上一则传得很厉害的消息，说有人因为84消毒液和洁厕灵混用，造成氯中毒。 这两种家庭常用的清洁剂，为什么混在一起那么可怕？ 1条讨论 ...,https://www.guokr.com/question/113070/,www.guokr.com › question,2012年3月11日,4,1
1630,84 消毒液不能和洁厕灵一起用,紧急提醒！洁厕灵+84消毒液千万别混用-半岛网,2020年1月27日 - 洁厕灵和84消毒液是日常家庭清洁消毒的好帮手，但是如果他们两个混在一起，可能会产生毒气，严重的时候 ... 这些清洁剂不能掺着用： ... 有的人就会想，那搞卫生的时候，把洁厕灵和84消毒液一起用，不是双管齐下，又快又有效吗？,http://news.bandao.cn/a/333320.html,news.bandao.cn › ...,2020年1月27日,5,1
1631,84 消毒液不能和洁厕灵一起用,专家：84消毒液不能和洁厕灵同用|专家_新浪新闻,2020年2月23日 - 原标题：专家：84消毒液不能和洁厕灵同用. ... 84能和酒精一起用吗？我觉得能，为什么好多通知说不能. 2月23日19:13举报查看对话赞1回复.,https://news.sina.com.cn/s/2020-02-23/doc-iimxyqvz5162487.shtml,news.sina.com.cn › doc-iimxyqvz5162487,2020年2月23日,6,1
1632,84 消毒液不能和洁厕灵一起用,84消毒液+洁厕灵=剧毒氯气 不可同时使用！--科技--人民网,2013年1月17日 - 很多人在清洁厕所时，常会用到两种化学用品——洁厕灵和84消毒液。 ... 与理科校内创新实践训练基地负责人叶能胜副教授一起进行了多组对比实验。 ... 叶老师说，由此证明，无论是否经过稀释，洁厕灵和消毒液是不能同时使用的。,http://scitech.people.com.cn/n/2013/0117/c1007-20231844.html,scitech.people.com.cn › 科技,2013年1月17日,7,1
1633,84 消毒液不能和洁厕灵一起用,84消毒液不能和洁厕灵一起用？真的！-新闻中心-温州网,2020年2月4日 - 丁香医生团队证实：84消毒液等含氯消毒剂不能和洁厕灵同时使用，容易产生有毒气体。也不推荐和酒精同时使用，消毒效果可能减弱甚至可能产生 ...,http://news.66wz.com/system/2020/02/04/105230879.shtml,news.66wz.com › system › 2020/02/04,2020年2月4日,8,1
1634,84 消毒液不能和洁厕灵一起用,84消毒液和洁厕灵不能混用！ 蚌埠两小孩混用造成3人中毒1人 ...,2018年2月8日 - 日前，蚌埠市发生一起意外，两名小孩在屋内玩耍，将洁厕灵和84消毒液混合倒入盆 ... 医生介绍，家庭清洁使用其中一种清洁剂即可，不可混合使用。,http://www.sohu.com/a/221703839_286128,www.sohu.com › ...,2018年2月8日,9,1
1635,84 消毒液不能和洁厕灵一起用,84消毒液和洁厕灵一定不能乱用！非常不安全！,2018年4月9日 - 大扫除的时候，会用到很多清洁剂，但是一定要注意下面几点！ 84消毒液和洁厕灵不可以一起使用. 在大扫厕所卫生的时候，有些朋友为了洗得更干净 ...,http://www.sohu.com/a/227706304_100099281,www.sohu.com › ...,2018年4月9日,10,1
1636,84 消毒液不能和洁厕灵一起用,“84”消毒液说明书，你看懂了吗？-科普中国 - 新华网,2018年8月28日 - 其实，洁厕灵和“84”消毒液是不能一起使用的。“84”消毒液的主要成分是次氯酸钠，洁厕灵的主要成分是盐酸，两者相遇，就会立刻发生剧烈反应， ...,http://www.xinhuanet.com/science/2018-08/28/c_137422126.htm,www.xinhuanet.com › science,2018年8月28日,11,1
1637,84 消毒液不能和洁厕灵一起用,都市快报-84消毒液不能和医用酒精同时使用两者混搭会产生剧 ...,2020年2月10日 - 2.84消毒液和酒精不可混合使用，混合后可能产生剧毒气体，人体吸入后 ... 84消毒液不能和洁厕灵放在一起，是因为洁厕灵中的主要成分是盐酸，它 ...,https://mdaily.hangzhou.com.cn/dskb/2020/02/10/article_detail_2_20200210B014.html,mdaily.hangzhou.com.cn › dskb › 2020/02/10,2020年2月10日,12,1
1638,84 消毒液不能和洁厕灵一起用,84消毒液，你用对了吗？_国内新闻_新闻中心_沈阳网,2020年2月2日 - 五是84消毒液不能与洁厕灵等其他清洁剂混合使用。84消毒液的主要成分是次氯酸钠，洁厕灵的主要成分是盐酸，次氯酸钠和盐酸混合后会发生化学 ...,http://news.syd.com.cn/system/2020/02/02/011787014.shtml,news.syd.com.cn › system › 2020/02/02,2020年2月2日,13,1
1639,84 消毒液不能和洁厕灵一起用,年前大扫除这两样千万不要混着用！-中国互联网联合辟谣平台,2020年1月21日 - 首先，生活中最最最常见的84消毒液和洁厕灵不能掺着用！ ... 那做卫生的时候，把洁厕灵和84消毒液一起用，不是双管齐下，又快又有效吗？,http://www.piyao.org.cn/2020-01/21/c_1210446212.htm,www.piyao.org.cn › ...,2020年1月21日,14,1
1640,84 消毒液不能和洁厕灵一起用,110求真：84消毒液和洁厕液混用会产生有毒气体？,2018年2月1日 - 有人说做卫生的时候，把84消毒液和洁厕液一起用，双管齐下，又快又有效。而有网友就说二者千万不能混用，否则后果会很严重，甚至会导致窒息死亡，真的有这么严重吗？ ... 很多朋友都会在家里备上洁厕灵和84消毒液来清洗厕所。,http://m.fztvapp.zohi.tv/p/14836.html,m.fztvapp.zohi.tv › ...,2018年2月1日,15,1
1641,84 消毒液不能和洁厕灵一起用,84消毒液+洁厕灵=致命毒气 - 科技,记者求证得知，虽然该事件的真实性存疑，但洁厕剂和84消毒液混用，的确会产生 ... 了然于心，“虽然不了解什么原理，但看新闻说过，洁厕液和84消毒液不能一起用。,https://tech.huanqiu.com/article/9CaKrnJKCJ6,tech.huanqiu.com › article,,16,1
1642,84 消毒液不能和洁厕灵一起用,紧急提醒! 84消毒液和洁厕灵不能混用，严重时可夺命 - 济宁新闻网,2020年3月4日 - 例如84消毒液和洁厕灵一起使用，会产生化学反应，并生成氯气。因为84消毒液的主要成分则是次氯酸钠，而洁厕灵的主要成分是盐酸，也就是 ...,http://m.jnnews.tv/p/744996.html,m.jnnews.tv › ...,2020年3月4日,17,1
1643,84 消毒液不能和洁厕灵一起用,医生提醒：饮料瓶+消毒剂=隐患，84消毒液+酒精=剧毒_惠州 ...,2020年2月19日 - 近期，不少家庭使用84消毒液、医用酒精、含氯消毒剂等消毒用品。 ... 84消毒液不能和洁厕灵放在一起，因为洁厕灵中的主要成分是盐酸，遇上次氯酸 ...,http://www.hznews.com/sz/202002/t20200219_1349834.shtml,www.hznews.com › 今日惠州,2020年2月19日,18,1
1644,84 消毒液不能和洁厕灵一起用,防疫新科普|75%酒精易着火、84消毒液能引起中毒，都要小心使用,2020年2月7日 - 84消毒液不仅不能和洁厕灵一起用，还不能和醋一起用，你知道吗～. 用75%浓度酒精和84消毒液杀灭新冠病毒，效果那是“钢钢地”。 但是，这两样 ...,https://www.jfdaily.com/news/detail?id=208021,www.jfdaily.com › news › detail,2020年2月7日,19,1
1645,中央空调会传染病毒,关于疫情期间如何正确使用中央空调？看这一篇就够了-新华网,2020年2月10日 - 关于疫情期间如何正确使用中央空调？看这一篇就够了---疫情之下，返工在即，各单位开启中央空调时会不会造成新冠肺炎传播？针对这些人民群众 ...,http://www.xinhuanet.com/tech/2020-02/10/c_1125552102.htm,www.xinhuanet.com › tech,2020年2月10日,1,1
1646,中央空调会传染病毒,天气热了，空调能不能开？中央空调怎么办？一文读懂--科普宣传,2020年5月6日 - 商场、办公室的中央空调会不会存在防疫隐患？ 家里空调能不能用？ ... 诸多专家也表示，中央空调传染病毒的可能性极低。同济大学暖通空调研究所 ...,http://www.sz.gov.cn/szzt2010/yqfk2020/kpxc/content/post_7297625.html,www.sz.gov.cn › kpxc › content › post_7297625,2020年5月6日,2,1
1647,中央空调会传染病毒,如何使用中央空调，才能正确预防新冠病毒传播,2020年2月14日 - 中国疾病预防控制中心研究员 张流波： 联防联控机制已经发布过《新冠肺炎流行期间办公场所和公共场所空调通风系统运行管理指南》，大家可以去 ...,http://www.nhc.gov.cn/xcs/kpzs/202002/c924560a626d4110adae73129d738ac0.shtml,www.nhc.gov.cn › xcs › kpzs,2020年2月14日,3,1
1648,中央空调会传染病毒,关于发布新冠肺炎疫情期间公共场所中央空调使用若干建议的通知,2020年2月23日 - 在新冠肺炎疫情期间，必须贯彻早发现、早隔离、早治疗、早报告的方针，尽最大可能降低新冠病毒通过中央空调的传播风险。公共场所使用中央空调 ...,http://wst.hainan.gov.cn/swjw/rdzt/yqfk/202002/t20200223_2751702.html,wst.hainan.gov.cn › swjw › rdzt › yqfk,2020年2月23日,4,1
1649,中央空调会传染病毒,时刻知道丨复工后，中央空调到底能不能开？-湖南频道,2020年2月6日 - 现在，城市里的办公楼大多采用的都是中央空调，有人担心它会通过空气传播病毒，导致交叉感染，也有些地方已经明令禁止使用中央空调。中央空调 ...,https://hn.rednet.cn/content/2020/02/06/6692687.html,hn.rednet.cn › content › 2020/02/06,2020年2月6日,5,1
1650,中央空调会传染病毒,疫情防控常态化空调能不能开？中央空调怎么办？一文读懂-千 ...,2020年5月6日 - 2月2日，国家卫健委召开新闻发布会，中国疾控中心消毒首席专家、环境所消毒中心 ... 另一方面，诸多专家也表示，中央空调传染病毒的可能性极低。,http://china.qianlong.com/2020/0506/4094287.shtml,china.qianlong.com › ...,2020年5月6日,6,1
1651,中央空调会传染病毒,电梯按钮会传染病毒吗？办公楼中央空调能开吗？权威回应来了 ...,2020年2月3日 - 电梯按钮会传染病毒吗？办公楼中央空调能开吗？关于疫情，这些疑问有权威回应！,http://news.cctv.com/2020/02/03/ARTI76wzg3WWD9TKlbnKCZeS200203.shtml,news.cctv.com › 2020/02/03,2020年2月3日,7,1
1652,中央空调会传染病毒,中央空调会传染病毒吗？上学放学如何防护？“新冠肺炎中 ...,中央空调会传染病毒吗？上学放学如何防护？“新冠肺炎中小学生读本”告诉你！ 2020/02/15 16:49 新华报业网. 交汇点讯岁末年初，一场突如其来的新冠肺炎疫情改变 ...,http://www.xhby.net/zt/zzccfkyq/yw/202002/t20200215_6512870.shtml,www.xhby.net › 专题 › 众志成城防控疫情 › 要闻,,8,1
1653,中央空调会传染病毒,关于疫情期间如何正确使用中央空调？看这一篇就够了_中国 ...,2020年2月17日 - 疫情之下，返工在即，各单位开启中央空调时会不会造成新冠肺炎传播？ ... 通过空调通风系统在传染病流行时期的正确运行，可有效降低交叉感染 ...,http://m.cqn.com.cn/ms/content/2020-02/17/content_8221108.htm,m.cqn.com.cn › content › content_8221108,2020年2月17日,9,1
1654,中央空调会传染病毒,卫生健康委举行新闻发布会介绍新型冠状病毒感染的肺炎疫情防 ...,2020年2月2日 - 中国疾控中心传染病处研究员冯录召 ... 现在在城市中的一些办公楼采用的都是中央空调的设施，如果一旦有人确认被感染了，是否会容易造成疫情的 ...,http://www.gov.cn/xinwen/2020-02/02/content_5474001.htm,www.gov.cn › 新闻 › 新闻发布,2020年2月2日,10,1
1655,中央空调会传染病毒,中央空调是否会传染病毒？国家卫健委专家回应_新浪地产网,2020年2月5日 - 现在在城市中的一些办公楼采用的都是中央空调，一旦有人被感染，是否会造成疫情扩散？ 中国疾控中心消毒首席专家、环境所消毒中心主任张流波 ...,http://news.dichan.sina.com.cn/2020/02/05/1270480.html,news.dichan.sina.com.cn › 2020/02/05,2020年2月5日,11,1
1656,中央空调会传染病毒,中央空调和新风系统是传播病毒还是消灭病毒？|中央空调|新冠 ...,2020年4月24日 - 中央空调会传播病毒？ 2020年的春节假期要比往年来的更长一些，因为“新冠”来了。而一次病毒也成为了“带 ...,https://tech.sina.com.cn/roll/2020-04-24/doc-iircuyvh9534101.shtml,tech.sina.com.cn › roll › doc-iircuyvh9534101,2020年4月24日,12,1
1657,中央空调会传染病毒,【疫问医答】中央空调会不会导致疫情扩散？ - 知乎,返岗在即，越来越多人回归工作岗位后，写字楼、商场、酒店里，中央空调是否能开，成为很多人关心的问题。有人担心它会通过空气传播病毒，导致交叉感染，也有些 ...,https://zhuanlan.zhihu.com/p/105326430,zhuanlan.zhihu.com › ...,,13,1
1658,中央空调会传染病毒,防疫知识：疫情期间集中式中央空调如何使用--杨凌示范区管委会,2020年2月5日 - 新型冠状病毒的主要传播媒介是空气，虽然目前尚未在空调中检出新型冠状病毒，但在既往的传染病发生期发生过中央空调导致传染病传播的例子， ...,http://www.yangling.gov.cn/hdjl/gqhy/120729.htm,www.yangling.gov.cn › hdjl › gqhy,2020年2月5日,14,1
1659,中央空调会传染病毒,中央空调会传播病毒吗？_新风 - 搜狐,2020年2月4日 - 原标题：中央空调会传播病毒吗？ 近期中国疾控中心环境所消毒中心主任张流波和和华山医院的张文宏主任都对中央空调系统对病毒的传播作了 ...,http://www.sohu.com/a/370661392_775609,www.sohu.com › ...,2020年2月4日,15,1
1660,中央空调会传染病毒,新冠病毒通过中央空调传播的风险有多大？援鄂抗疫专家这样回应,2020年4月15日 - 如果不清楚中央空调覆盖的人群中是否有感染者，那么(在室内)每个人都要戴一段时间口罩，直到风险降低。 新加坡地处热带，日常的高温是否会阻止 ...,http://m.cheaa.com/n_detail/w_571851.html,m.cheaa.com › n_detail,2020年4月15日,16,1
1661,中央空调会传染病毒,全封闭写字楼能不能开中央空调？武汉市疾控专家答疑_荆门 ...,2020年3月25日 - 中央空调会不会将病毒四处传播？复工在即，长江日报全媒体平台陆续收到这样的咨询。24日，武汉市疾控中心环境健康与食品安全所所长王怀记作 ...,https://wap.jmnews.cn/news/284740,wap.jmnews.cn › news,2020年3月25日,17,1
1662,中央空调会传染病毒,中央空调等设施是否会造成疫情扩散？国家卫健委这样说,2020年2月2日 - 国家卫生健康委于2月2日召开新闻发布会（点击观看直播），介绍新型冠状病毒感染的肺炎疫情防控 ... 被问及中央空调等设施是否容易造成疫情的扩散，中国疾控中心消毒 ... 第一，中央空调在使用前应该对空调的类别、供风范围、新风的取风口、 ... 消毒是切断传播途径、控制传染病流行的一个重要手段，但是消毒一定 ...,https://www.yicai.com/news/100485879.html,www.yicai.com › news,2020年2月2日,18,1
1663,中央空调会传染病毒,中央空调存在传播新型冠状病毒的可能性？真的！-新闻中心 ...,2020年2月3日 - 流传说法：中央空调会传播病毒，是真的吗？——来自较真用户提问. 较真鉴定：真，确实如此。 查证要点：. 1新型冠状病毒主要通过飞沫传播，在空调 ...,http://news.66wz.com/system/2020/02/03/105230544.shtml,news.66wz.com › system › 2020/02/03,2020年2月3日,19,1
1664,中央空调会传染病毒,空调传播病毒？上班如何防护？专家这样说—新闻—科学网,2020年2月20日 - 问：新冠肺炎疫情防控期间中央空调该怎么正确使用？ 江亿：我国的 ... 问：不少人需要乘坐火车、地铁，病毒是否会通过公共交通的空调传播？有什么 ...,http://news.sciencenet.cn/htmlnews/2020/2/435986.shtm,news.sciencenet.cn › htmlnews,2020年2月20日,20,1
1665,新冠病毒会通过下水道传播,黄冈市政府门户网站黄冈要闻如何预防下水道传播病毒？具体 ...,2020年2月19日 - 新冠病毒可能通过粪-口途径传播，为了降低感染风险，广东省疫情防控指挥办最新发出了《预防新冠肺炎粪-口传播公众指引》，七大要点一一告诉公众 ...,http://www.hg.gov.cn/art/2020/2/19/art_30_899191.html,www.hg.gov.cn › art › art_30_899191,2020年2月19日,1,2
